PheCode,Names,Short_names,Category_code,Category,Full_Category
528.11,Stomatitis and mucositis (ulcerative),Ulcerative stomatitis & mucositis,10,digestive,diseases of the digestive system
153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",Cancer of the lower GI tract,2,neoplasms,neoplasms
573.6,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],Elevated transaminase or LDH,10,digestive,diseases of the digestive system
575.8,Other disorders of biliary tract,Other disorders of biliary tract,10,digestive,diseases of the digestive system
987,"Toxic effect of other gases, fumes, or vapors","Toxic effect of other gases, fumes, or vapors",18,injuries & poisonings,injury and poisoning
256,Ovarian dysfunction,Ovarian dysfunction,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
256.1,Hyperestrogenism,Hyperestrogenism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
281.13,Folate-deficiency anemia,Folate-deficiency anemia,4,hematopoietic,diseases of the blood and blood-forming organs
339,Other headache syndromes,Other headache syndromes,6,neurological,diseases of the nervous system
41.4,E. coli,E. coli,1,infectious diseases,infectious and parasitic diseases
259.3,Delay in sexual development and puberty NEC,Delay in sexual development,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
189.11,"Malignant neoplasm of kidney, except pelvis",Renal cell carcinoma,2,neoplasms,neoplasms
411.4,Coronary atherosclerosis,Coronary atherosclerosis,8,circulatory system,diseases of the circulatory system
724.9,Other unspecified back disorders,Other unspecified back disorders,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
362.31,Separation of retinal layers,Separation of retinal layers,7,sense organs,diseases of the sense organs
694,Dyschromia and Vitiligo,Dyschromia and Vitiligo,13,dermatologic,diseases of the skin and subcutaneous tissue
962.2,Insulins and antidiabetic agents causing adverse effects in therapeutic use,Adverse effects of insulins and antidiabetic agents,18,injuries & poisonings,injury and poisoning
287.2,Allergic purpura,Allergic purpura,4,hematopoietic,diseases of the blood and blood-forming organs
362.8,Retinal hemorrhage/ischemia,Retinal hemorrhage/ischemia,7,sense organs,diseases of the sense organs
364.4,Corneal degenerations,Corneal degenerations,7,sense organs,diseases of the sense organs
428.2,Heart failure NOS,Heart failure NOS,8,circulatory system,diseases of the circulatory system
367.4,Presbyopia,Presbyopia,,,
792.1,Papanicolaou smear of cervix or vagina with atypical squamous cells,Papanicolaou smear with atypical squamous cells,17,symptoms,"symptoms, signs, and ill-defined conditions"
916,Contusion,Contusion,18,injuries & poisonings,injury and poisoning
250.41,Impaired fasting glucose,Impaired fasting glucose,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
346.1,Nonspecific abnormal findings on radiological and other examination of skull and head,Abnormal examination of skull & head,6,neurological,diseases of the nervous system
519.2,Respiratory complications,Respiratory complications,9,respiratory,diseases of the respiratory system
585.34,"Chronic Kidney Disease, Stage IV","Chronic Kidney Disease, Stage IV",11,genitourinary,diseases of the genitourinary system
619.5,Noninflammatory disorders of vulva and perineum,Noninflammatory disorders of vulva and perineum,11,genitourinary,diseases of the genitourinary system
830,Dislocation,Dislocation,18,injuries & poisonings,injury and poisoning
362.9,Retinal edema,Retinal edema and hypertensive retinopathy,7,sense organs,diseases of the sense organs
440.22,Atherosclerosis of native arteries of the extremities with intermittent claudication,Atherosclerosis of native arteries of the extremities with intermittent claudication,8,circulatory system,diseases of the circulatory system
727.6,"Rupture of tendon, nontraumatic","Rupture of tendon, nontraumatic",14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
741.1,Ankylosis of joint,Ankylosis of joint,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
261.2,Vitamin B-complex deficiencies,Vitamin B-complex deficiencies,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
285.2,Anemia of chronic disease,Anemia of chronic disease,4,hematopoietic,diseases of the blood and blood-forming organs
297,Suicidal ideation or attempt,Suicidal ideation or attempt,5,mental disorders,mental disorders
520.2,Disturbances in tooth eruption,Disturbances in tooth eruption,10,digestive,diseases of the digestive system
737.2,Lordosis (acquired),Lordosis (acquired),14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
792,Abnormal Papanicolaou smear of cervix and cervical HPV,Abnormal Papanicolaou smear of cervix and cervical HPV,17,symptoms,"symptoms, signs, and ill-defined conditions"
112.3,Candidiasis of skin and nails,Candidiasis of skin and nails,1,infectious diseases,infectious and parasitic diseases
411,Ischemic Heart Disease,Ischemic Heart Disease,8,circulatory system,diseases of the circulatory system
433.21,"Cerebral artery occlusion, with cerebral infarction",Ischemic stroke,8,circulatory system,diseases of the circulatory system
441.1,Acute vascular insufficiency of intestine,Acute vascular insufficiency of intestine,8,circulatory system,diseases of the circulatory system
870.5,Open wound of lip and mouth,Open wound of lip and mouth,18,injuries & poisonings,injury and poisoning
277.8,Carnitine deficiencies,Carnitine deficiencies,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
281.11,Pernicious anemia,Pernicious anemia,4,hematopoietic,diseases of the blood and blood-forming organs
337,Disorders of the autonomic nervous system,Disorders of the autonomic nervous system,6,neurological,diseases of the nervous system
381.11,Suppurative and unspecified otitis media,Suppurative & unspecified otitis media,7,sense organs,diseases of the sense organs
383,Otosclerosis,Otosclerosis,7,sense organs,diseases of the sense organs
174.3,Neoplasm of uncertain behavior of breast,Neoplasm of uncertain behavior of breast,2,neoplasms,neoplasms
202.23,Lymphosarcoma,Lymphosarcoma,2,neoplasms,neoplasms
367,Disorders of refraction and accommodation; blindness and low vision,Disorders of refraction and accommodation,7,sense organs,diseases of the sense organs
303.1,Dissociative disorder,Dissociative disorder,5,mental disorders,mental disorders
579.8,Nonspecific abnormal findings in stool contents,Abnormal stool,10,digestive,diseases of the digestive system
327.3,Sleep apnea,Sleep apnea,6,neurological,diseases of the nervous system
536,Disorders of function of stomach,Disorders of function of stomach,10,digestive,diseases of the digestive system
715.1,Sacroiliitis NEC,Sacroiliitis NEC,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
947,Urticaria,Urticaria,18,injuries & poisonings,injury and poisoning
175,Acquired absence of breast,Acquired absence of breast,2,neoplasms,neoplasms
211,Benign neoplasm of other parts of digestive system,Benign neoplasm of other parts of digestive system,2,neoplasms,neoplasms
414,Other forms of chronic heart disease,Other forms of chronic heart disease,8,circulatory system,diseases of the circulatory system
949.1,Diaper or napkin rash,Diaper or napkin rash,18,injuries & poisonings,injury and poisoning
218.1,Uterine leiomyoma,Uterine leiomyoma,2,neoplasms,neoplasms
276.42,Alkalosis,Alkalosis,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
595,Hydronephrosis,Hydronephrosis,11,genitourinary,diseases of the genitourinary system
962.3,Hormones and synthetic substitutes causing adverse effects in therapeutic use,Adverse effects of hormones and synthetic substitutes,18,injuries & poisonings,injury and poisoning
38.2,Gram positive septicemia,Gram positive septicemia,1,infectious diseases,infectious and parasitic diseases
159.3,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Malignant neoplasm of gallbladder & extrahepatic bile ducts,2,neoplasms,neoplasms
202.22,Reticulosarcoma,Reticulosarcoma,2,neoplasms,neoplasms
446.7,Takayasu's disease,Takayasu's disease,8,circulatory system,diseases of the circulatory system
448,Disease of capillaries,Disease of capillaries,8,circulatory system,diseases of the circulatory system
871,Open wounds of extremities,Open wounds of extremities,18,injuries & poisonings,injury and poisoning
260.7,Polyphagia,Polyphagia,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
302,Sexual and gender identity disorders,Sexual and gender identity disorders,5,mental disorders,mental disorders
580.14,"Chronic glomerulonephritis, NOS",Chronic glomerulonephritis,11,genitourinary,diseases of the genitourinary system
277.2,Other disorders of purine and pyrimidine metabolism,Other disorders of purine and pyrimidine metabolism,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
594,Urinary calculus,Urinary calculus,11,genitourinary,diseases of the genitourinary system
736.6,Unequal leg length (acquired),Unequal leg length (acquired),14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
745,Pain in joint,Pain in joint,14,musculoskeletal,diseases of the musculoskeletal system and connective tissue
652,Malposition and malpresentation of fetus or obstruction,Malposition and malpresentation of fetus or obstruction,,,
110,Dermatophytosis / Dermatomycosis,Dermatophytosis / Dermatomycosis,1,infectious diseases,infectious and parasitic diseases
287.4,Qualitative platelet defects,Qualitative platelet defects,4,hematopoietic,diseases of the blood and blood-forming organs
289.8,"Polycythemia vera, secondary","Polycythemia vera, secondary",4,hematopoietic,diseases of the blood and blood-forming organs
289.9,Abnormality of red blood cells,Abnormality of red blood cells,4,hematopoietic,diseases of the blood and blood-forming organs
353.2,Nerve root lesions,Nerve root lesions,6,neurological,diseases of the nervous system
701.2,Scar conditions and fibrosis of skin,Scar conditions and fibrosis of skin,13,dermatologic,diseases of the skin and subcutaneous tissue
985,Toxic effect of other metals,Toxic effect of other metals,18,injuries & poisonings,injury and poisoning
198.1,Secondary malignancy of lymph nodes,Secondary malignancy of lymph nodes,2,neoplasms,neoplasms
381.3,Mastoiditis & related conditions,Mastoiditis & related conditions,7,sense organs,diseases of the sense organs
433.3,Cerebral ischemia,Cerebral ischemia,8,circulatory system,diseases of the circulatory system
571.51,Cirrhosis of liver without mention of alcohol,Cirrhosis of liver without mention of alcohol,10,digestive,diseases of the digestive system
499,Cystic fibrosis,Cystic fibrosis,9,respiratory,diseases of the respiratory system
530.14,Reflux esophagitis,Reflux esophagitis,10,digestive,diseases of the digestive system
618.6,"Vaginal enterocele, congenital or acquired","Vaginal enterocele, congenital or acquired",11,genitourinary,diseases of the genitourinary system
661,Fetal distress and abnormal forces of labor,Fetal distress and abnormal forces of labor,,,
78,Viral warts & HPV,Viral warts & HPV,1,infectious diseases,infectious and parasitic diseases
360.2,Progressive myopia,progressive myopia,7,sense organs,diseases of the sense organs
452.2,Deep vein thrombosis [DVT],Deep vein thrombosis,8,circulatory system,diseases of the circulatory system
572,Ascites (non malignant),Ascites (non malignant),10,digestive,diseases of the digestive system
242.3,Exophthalmos,Exophthalmos,3,endocrine/metabolic,"endocrine, nutritional and metabolic diseases, and immunity disorders"
